Crop,State,Soil_Type,Season,Crop_Water_Requirement_mm,Rainfall_mm,Effective_Rainfall_mm,Irrigation_Efficiency,Net_Irrigation_Requirement_mm,Recommended_Water_mm,Potential_Water_Saving_Percent,Water_Saving_Method,Farm_Area_Hectares,Recommended_Water_m3
Onion,Maharashtra,Loamy,Kharif,355.11,261.56,147.5,0.88,207.61,235.93,23.12,Controlled Irrigation,68.7,162083.91
Jute,Gujarat,Loamy,Kharif,823.93,544.65,424.23,0.889,399.71,449.71,16.02,Controlled Irrigation,35.48,159557.11
Cotton,Chhattisgarh,Black,Kharif,644.87,866.82,515.9,0.716,116.08,162.04,41.61,Drip Irrigation,77.61,125759.24
Carrot,Odisha,Sandy,Rabi,345.1,903.62,276.08,0.801,110.43,137.9,30.49,Drip Irrigation,83.24,114787.96
Carrot,Madhya Pradesh,Sandy,Rabi,409.93,1184.09,327.94,0.665,131.18,197.26,31.04,Drip Irrigation,64.26,126759.28
Onion,Uttarakhand,Loamy,Rabi,452.59,1216.54,362.07,0.747,90.52,121.25,30.89,Controlled Irrigation,63.83,77393.88
Onion,Kerala,Sandy,Rabi,451.15,1775.69,360.92,0.71,144.37,203.25,32.0,Drip Irrigation,88.67,180221.78
Cabbage,Telangana,Red,Rabi,466.27,895.89,373.02,0.664,116.57,175.57,40.68,Drip or Sprinkler Irrigation,88.89,156064.17
Cotton,Karnataka,Alluvial,Kharif,831.21,700.23,544.54,0.761,253.42,332.88,18.59,Alternate Wetting / Controlled Irrigation,15.62,51995.86
Tomato,West Bengal,Red,Rabi,511.12,1318.54,408.9,0.824,127.78,155.12,36.27,Drip or Sprinkler Irrigation,24.61,38175.03
Pigeonpea,Punjab,Black,Kharif,572.88,1529.48,458.3,0.772,103.12,133.63,35.2,Drip Irrigation,39.81,53198.1
Rice,Telangana,Alluvial,Kharif,1151.53,1198.83,921.22,0.853,184.24,215.89,43.53,Alternate Wetting / Controlled Irrigation,91.76,198100.66
Cotton,Telangana,Loamy,Kharif,566.13,1034.53,452.91,0.818,113.23,138.4,36.09,Controlled Irrigation,84.1,116394.4
Barley,Maharashtra,Alluvial,Rabi,356.28,931.2,285.02,0.708,57.0,80.55,30.99,Alternate Wetting / Controlled Irrigation,19.68,15852.24
Cabbage,Punjab,Loamy,Rabi,445.55,1605.48,356.44,0.785,89.11,113.51,29.55,Controlled Irrigation,22.61,25664.61
Sugarcane,Telangana,Alluvial,Kharif,1610.74,1122.58,930.43,0.736,615.88,836.66,18.28,Alternate Wetting / Controlled Irrigation,19.99,167248.33
Jute,Assam,Loamy,Kharif,720.83,1636.15,576.67,0.725,144.17,198.92,34.48,Controlled Irrigation,81.75,162617.1
Lentil,Gujarat,Alluvial,Rabi,309.41,255.77,185.91,0.738,111.13,150.64,21.38,Alternate Wetting / Controlled Irrigation,32.66,49199.02
Wheat,West Bengal,Loamy,Rabi,637.91,444.76,331.19,0.762,306.71,402.47,28.34,Controlled Irrigation,78.09,314288.82
Carrot,Jharkhand,Loamy,Rabi,449.26,442.43,338.43,0.74,110.83,149.85,41.74,Controlled Irrigation,7.31,10954.04
Cabbage,Rajasthan,Loamy,Rabi,359.7,547.78,287.76,0.651,71.94,110.48,38.16,Controlled Irrigation,92.56,102260.29
Cotton,Jharkhand,Loamy,Kharif,550.96,1294.53,440.77,0.665,110.19,165.79,35.61,Controlled Irrigation,19.18,31798.52
Tomato,Maharashtra,Alluvial,Rabi,521.68,1306.5,417.35,0.683,83.47,122.2,44.48,Alternate Wetting / Controlled Irrigation,17.55,21446.1
Soybean,Haryana,Loamy,Kharif,688.33,1091.46,550.66,0.719,137.67,191.34,34.18,Controlled Irrigation,45.93,87882.46
Jute,Chhattisgarh,Alluvial,Kharif,604.93,330.74,189.14,0.901,391.59,434.58,11.83,Alternate Wetting / Controlled Irrigation,85.43,371261.69
Lentil,Uttar Pradesh,Loamy,Rabi,444.4,1662.03,355.52,0.759,88.88,117.06,25.76,Controlled Irrigation,56.14,65717.48
Sugarcane,Haryana,Alluvial,Kharif,1361.34,408.67,236.88,0.801,1070.0,1335.11,12.57,Alternate Wetting / Controlled Irrigation,42.51,567555.26
Onion,Karnataka,Sandy,Kharif,377.53,256.9,159.47,0.702,263.36,375.1,30.01,Drip Irrigation,42.08,157842.08
Rice,Gujarat,Alluvial,Kharif,1221.51,1354.35,819.71,0.819,352.94,430.8,33.75,Alternate Wetting / Controlled Irrigation,32.75,141087.0
Onion,Haryana,Sandy,Kharif,408.65,724.21,326.92,0.721,130.77,181.49,35.19,Drip Irrigation,33.72,61198.43
Maize,Madhya Pradesh,Sandy,Kharif,705.47,992.92,564.37,0.667,225.75,338.57,40.03,Drip Irrigation,66.58,225419.91
Maize,West Bengal,Sandy,Rabi,605.73,911.28,484.58,0.702,193.83,275.97,28.1,Drip Irrigation,50.41,139116.48
Mustard,Uttar Pradesh,Black,Rabi,373.69,327.1,265.26,0.739,100.96,136.7,34.81,Drip Irrigation,92.79,126843.93
Tomato,Uttar Pradesh,Alluvial,Kharif,565.05,1582.55,452.04,0.753,90.41,120.05,39.39,Alternate Wetting / Controlled Irrigation,38.77,46543.38
Millet,Maharashtra,Sandy,Kharif,491.52,719.13,393.21,0.916,157.29,171.66,27.25,Drip Irrigation,9.92,17028.67
Millet,Tamil Nadu,Sandy,Kharif,410.97,726.05,328.77,0.814,131.51,161.5,42.25,Drip Irrigation,34.9,56363.5
Potato,Uttarakhand,Alluvial,Rabi,516.7,1786.67,413.36,0.715,82.67,115.6,36.08,Alternate Wetting / Controlled Irrigation,37.9,43812.4
Barley,Odisha,Loamy,Rabi,458.89,769.94,367.12,0.653,91.78,140.48,30.89,Controlled Irrigation,43.49,61094.75
Carrot,West Bengal,Sandy,Rabi,385.08,638.92,308.07,0.744,123.23,165.7,32.92,Drip Irrigation,76.43,126644.51
Groundnut,Andhra Pradesh,Loamy,Kharif,629.49,880.67,503.59,0.739,125.9,170.45,42.28,Controlled Irrigation,40.74,69441.33
Potato,Himachal Pradesh,Loamy,Rabi,429.28,1183.53,343.42,0.899,85.86,95.53,40.32,Controlled Irrigation,37.46,35785.54
Maize,Haryana,Loamy,Rabi,540.21,804.61,432.17,0.859,108.04,125.72,41.59,Controlled Irrigation,58.01,72930.17
Sugarcane,Haryana,Loamy,Kharif,1469.84,315.63,228.74,0.885,1241.1,1403.07,17.45,Controlled Irrigation,77.46,1086818.02
Potato,Punjab,Loamy,Rabi,549.75,1282.58,439.8,0.705,109.95,155.95,38.16,Controlled Irrigation,75.48,117711.06
Millet,Punjab,Red,Kharif,480.87,1688.88,384.7,0.811,120.22,148.27,41.38,Drip or Sprinkler Irrigation,72.18,107021.29
Onion,Assam,Sandy,Rabi,378.44,1645.29,302.75,0.889,121.1,136.25,40.68,Drip Irrigation,84.07,114545.37
Rice,Andhra Pradesh,Alluvial,Kharif,1143.6,1795.39,914.88,0.658,182.98,278.01,38.64,Alternate Wetting / Controlled Irrigation,20.83,57909.48
Jute,Haryana,Alluvial,Kharif,780.39,585.42,360.46,0.874,388.72,444.84,27.42,Alternate Wetting / Controlled Irrigation,18.23,81094.33
Cabbage,West Bengal,Red,Rabi,397.6,1457.61,318.08,0.673,99.4,147.65,43.6,Drip or Sprinkler Irrigation,34.37,50747.3
Cotton,Maharashtra,Black,Kharif,666.3,1766.47,533.04,0.775,119.93,154.71,31.24,Drip Irrigation,89.36,138248.86
Groundnut,Jharkhand,Sandy,Kharif,410.21,1306.82,328.17,0.704,131.27,186.37,36.06,Drip Irrigation,9.9,18450.63
Soybean,Rajasthan,Loamy,Kharif,588.66,503.3,400.34,0.711,188.33,264.82,40.49,Controlled Irrigation,10.39,27514.8
Soybean,Maharashtra,Black,Kharif,681.83,976.24,545.46,0.658,122.73,186.39,32.07,Drip Irrigation,64.97,121097.58
Cotton,Jharkhand,Alluvial,Kharif,696.83,1467.44,557.46,0.652,111.49,171.09,44.01,Alternate Wetting / Controlled Irrigation,67.88,116135.89
Groundnut,Odisha,Red,Kharif,550.25,803.83,440.2,0.77,137.56,178.75,39.63,Drip or Sprinkler Irrigation,62.59,111879.63
Cabbage,Assam,Loamy,Rabi,516.0,566.49,338.01,0.905,177.99,196.71,41.24,Controlled Irrigation,30.03,59072.01
Cotton,Andhra Pradesh,Alluvial,Kharif,838.16,669.34,438.83,0.873,365.81,418.93,23.43,Alternate Wetting / Controlled Irrigation,70.9,297021.37
Millet,Karnataka,Red,Kharif,301.17,1140.42,240.94,0.852,75.29,88.39,35.61,Drip or Sprinkler Irrigation,86.99,76890.46
Cotton,Andhra Pradesh,Black,Kharif,607.58,348.48,203.23,0.835,392.19,469.67,12.66,Drip Irrigation,56.59,265786.25
Mustard,Rajasthan,Black,Rabi,311.04,1505.14,248.83,0.865,55.99,64.73,26.93,Drip Irrigation,11.61,7515.15
Potato,Odisha,Sandy,Rabi,588.9,571.98,336.6,0.834,322.96,387.06,34.02,Drip Irrigation,71.92,278373.55
Wheat,Maharashtra,Alluvial,Rabi,649.77,290.19,190.1,0.65,433.68,667.11,19.15,Alternate Wetting / Controlled Irrigation,66.64,444562.1
Rice,Haryana,Alluvial,Kharif,1364.16,471.93,365.16,0.761,944.43,1240.6,17.82,Alternate Wetting / Controlled Irrigation,31.28,388059.68
Cabbage,Punjab,Red,Rabi,397.43,751.3,317.94,0.882,99.36,112.61,31.13,Drip or Sprinkler Irrigation,33.79,38050.92
Sugarcane,Maharashtra,Loamy,Kharif,1385.6,1035.58,764.07,0.68,621.54,913.44,31.87,Controlled Irrigation,98.87,903118.13
Groundnut,Jharkhand,Loamy,Kharif,442.12,870.04,353.7,0.862,88.42,102.56,35.74,Controlled Irrigation,40.16,41188.1
Wheat,Rajasthan,Alluvial,Rabi,472.03,1770.72,377.63,0.698,75.53,108.27,36.4,Alternate Wetting / Controlled Irrigation,11.29,12223.68
Jute,Karnataka,Loamy,Kharif,662.39,915.61,529.91,0.832,132.48,159.26,31.13,Controlled Irrigation,28.12,44783.91
Maize,West Bengal,Loamy,Kharif,702.64,781.86,551.72,0.877,150.92,172.05,41.79,Controlled Irrigation,42.01,72278.2
Potato,Kerala,Alluvial,Rabi,521.34,822.55,417.07,0.65,83.41,128.27,36.97,Alternate Wetting / Controlled Irrigation,53.6,68752.72
Groundnut,Maharashtra,Loamy,Kharif,537.66,699.57,430.13,0.912,107.53,117.87,34.1,Controlled Irrigation,45.6,53748.72
Lentil,West Bengal,Loamy,Rabi,352.53,522.95,282.03,0.829,70.51,85.07,31.66,Controlled Irrigation,78.78,67018.15
Wheat,Punjab,Alluvial,Rabi,479.85,1690.63,383.88,0.748,76.78,102.61,43.65,Alternate Wetting / Controlled Irrigation,85.1,87321.11
Barley,Odisha,Loamy,Rabi,373.42,550.86,298.74,0.887,74.68,84.16,35.02,Controlled Irrigation,73.02,61453.63
Soybean,Uttar Pradesh,Loamy,Kharif,581.5,448.65,337.84,0.915,243.65,266.23,31.27,Controlled Irrigation,38.37,102152.45
Millet,Kerala,Loamy,Kharif,376.91,752.73,301.53,0.844,75.38,89.36,36.37,Controlled Irrigation,28.48,25449.73
Soybean,Haryana,Black,Kharif,622.38,1201.26,497.91,0.765,112.03,146.4,25.19,Drip Irrigation,89.97,131716.08
Cabbage,Gujarat,Alluvial,Rabi,533.05,891.27,426.44,0.805,85.29,105.93,26.35,Alternate Wetting / Controlled Irrigation,52.26,55359.02
Mustard,Uttar Pradesh,Loamy,Rabi,482.08,1099.49,385.67,0.8,96.42,120.48,33.58,Controlled Irrigation,23.84,28722.43
Groundnut,Odisha,Red,Kharif,577.72,694.69,462.18,0.826,144.43,174.86,33.81,Drip or Sprinkler Irrigation,8.14,14233.6
Rice,Telangana,Clay,Kharif,1281.68,356.54,229.45,0.77,949.7,1234.04,26.04,Alternate Wetting and Drying,25.85,318999.34
Cotton,Uttarakhand,Loamy,Kharif,732.31,1389.02,585.85,0.858,146.46,170.79,33.43,Controlled Irrigation,91.6,156443.64
Rice,Chhattisgarh,Alluvial,Kharif,1226.22,360.25,270.41,0.681,906.76,1332.36,16.56,Alternate Wetting / Controlled Irrigation,90.11,1200589.6
Maize,Andhra Pradesh,Alluvial,Kharif,640.68,856.75,512.54,0.865,102.51,118.48,37.45,Alternate Wetting / Controlled Irrigation,78.41,92900.17
Pigeonpea,Tamil Nadu,Black,Kharif,466.25,923.64,373.0,0.699,83.93,120.01,36.82,Drip Irrigation,63.2,75846.32
Chickpea,Jharkhand,Loamy,Rabi,393.31,564.53,314.65,0.896,78.66,87.77,39.93,Controlled Irrigation,47.26,41480.1
Millet,Madhya Pradesh,Red,Kharif,405.67,451.57,324.54,0.707,101.42,143.51,42.84,Drip or Sprinkler Irrigation,95.64,137252.96
Rice,Punjab,Loamy,Kharif,1349.69,1203.54,792.54,0.885,557.14,629.83,35.32,Controlled Irrigation,47.49,299106.27
Mustard,Maharashtra,Black,Rabi,415.61,1419.37,332.49,0.75,74.81,99.76,28.47,Drip Irrigation,82.21,82012.7
Cotton,Maharashtra,Alluvial,Kharif,676.17,273.54,166.47,0.669,482.65,721.6,29.23,Alternate Wetting / Controlled Irrigation,43.96,317215.36
Maize,Madhya Pradesh,Alluvial,Kharif,526.39,1078.35,421.11,0.881,84.22,95.6,27.48,Alternate Wetting / Controlled Irrigation,94.84,90667.04
Chickpea,Punjab,Red,Rabi,358.06,1526.7,286.45,0.676,89.51,132.37,35.73,Drip or Sprinkler Irrigation,45.58,60334.25
Lentil,Karnataka,Loamy,Rabi,435.58,1550.92,348.46,0.666,87.12,130.89,36.01,Controlled Irrigation,2.66,3481.67
Jute,West Bengal,Loamy,Kharif,626.04,557.36,473.22,0.873,152.82,175.03,27.01,Controlled Irrigation,42.52,74422.76
Soybean,Tamil Nadu,Red,Kharif,516.09,356.27,281.5,0.89,260.39,292.58,32.04,Drip or Sprinkler Irrigation,73.61,215368.14
Barley,West Bengal,Alluvial,Rabi,485.95,713.02,388.76,0.724,77.75,107.33,42.91,Alternate Wetting / Controlled Irrigation,39.51,42406.08
Jute,Chhattisgarh,Loamy,Kharif,838.07,1199.75,670.46,0.83,167.61,201.86,39.39,Controlled Irrigation,53.51,108015.29
Rice,Uttar Pradesh,Loamy,Kharif,1369.08,1304.09,788.9,0.668,580.18,868.19,44.37,Controlled Irrigation,23.3,202288.27
Barley,West Bengal,Loamy,Rabi,355.52,842.79,284.42,0.855,71.1,83.15,37.19,Controlled Irrigation,20.41,16970.92
Sugarcane,Rajasthan,Loamy,Kharif,1419.84,332.4,273.65,0.672,1146.19,1706.64,28.62,Controlled Irrigation,77.78,1327424.59
Tomato,Telangana,Red,Kharif,482.66,805.53,386.13,0.816,120.66,147.8,41.03,Drip or Sprinkler Irrigation,82.13,121388.14
Tomato,Telangana,Loamy,Kharif,505.4,596.34,404.32,0.66,101.08,153.12,39.48,Controlled Irrigation,18.1,27714.72
Sugarcane,Assam,Black,Kharif,1797.76,1791.24,1438.21,0.776,323.6,417.25,39.75,Drip Irrigation,60.43,252144.18
Pigeonpea,West Bengal,Loamy,Kharif,612.35,967.69,489.88,0.871,122.47,140.55,27.28,Controlled Irrigation,47.2,66339.6
Pigeonpea,Tamil Nadu,Loamy,Kharif,575.09,1055.03,460.07,0.895,115.02,128.52,33.28,Controlled Irrigation,4.0,5140.8
Barley,Punjab,Alluvial,Rabi,434.65,1038.58,347.72,0.846,69.54,82.18,26.25,Alternate Wetting / Controlled Irrigation,13.68,11242.22
Barley,Tamil Nadu,Loamy,Rabi,427.06,365.77,279.8,0.833,147.26,176.71,40.88,Controlled Irrigation,32.29,57059.66
Sugarcane,Karnataka,Loamy,Kharif,1475.37,885.58,711.7,0.838,763.67,911.4,28.02,Controlled Irrigation,59.23,539822.22
Sugarcane,Chhattisgarh,Loamy,Kharif,1483.11,495.54,309.44,0.835,1173.67,1404.89,23.13,Controlled Irrigation,71.47,1004074.88
Banana,Jharkhand,Black,Kharif,1119.35,765.94,547.53,0.826,549.44,664.85,12.41,Drip Irrigation,48.17,320258.24
Soybean,Uttar Pradesh,Red,Kharif,628.15,983.71,502.52,0.704,157.04,223.2,30.41,Drip or Sprinkler Irrigation,2.88,6428.16
Mustard,Chhattisgarh,Alluvial,Rabi,477.84,1709.08,382.27,0.709,76.45,107.79,44.9,Alternate Wetting / Controlled Irrigation,67.05,72273.2
Tomato,Bihar,Alluvial,Kharif,450.25,317.18,229.77,0.872,202.47,232.29,22.84,Alternate Wetting / Controlled Irrigation,95.17,221070.39
Rice,Maharashtra,Loamy,Kharif,1175.74,1182.54,879.58,0.658,296.16,449.9,38.46,Controlled Irrigation,49.19,221305.81
Chickpea,Jharkhand,Loamy,Rabi,457.33,448.86,332.67,0.703,124.67,177.41,27.39,Controlled Irrigation,69.07,122537.09
Pigeonpea,Chhattisgarh,Red,Kharif,483.12,990.58,386.5,0.814,120.78,148.38,30.62,Drip or Sprinkler Irrigation,33.47,49662.79
Sugarcane,Gujarat,Loamy,Kharif,1692.6,1737.71,977.65,0.783,714.95,913.12,28.16,Controlled Irrigation,61.17,558555.5
Sugarcane,Telangana,Black,Kharif,1342.43,1748.04,1073.94,0.809,241.64,298.72,25.55,Drip Irrigation,78.62,234853.66
Soybean,Haryana,Red,Kharif,710.19,1070.22,568.16,0.667,177.55,266.39,27.77,Drip or Sprinkler Irrigation,43.21,115107.12
Maize,Telangana,Alluvial,Rabi,720.35,1234.92,576.28,0.818,115.26,140.84,44.22,Alternate Wetting / Controlled Irrigation,72.04,101461.14
Tomato,Maharashtra,Red,Rabi,454.51,659.42,363.61,0.811,113.63,140.19,42.38,Drip or Sprinkler Irrigation,69.97,98090.94
Banana,Haryana,Loamy,Kharif,1186.3,264.47,169.45,0.852,1016.85,1193.98,24.04,Controlled Irrigation,46.49,555081.3
Tomato,Telangana,Loamy,Kharif,563.45,1610.05,450.76,0.662,112.69,170.12,31.19,Controlled Irrigation,89.96,153039.95
Chickpea,Assam,Loamy,Rabi,432.9,621.71,346.32,0.756,86.58,114.48,38.85,Controlled Irrigation,0.84,961.63
Groundnut,Maharashtra,Loamy,Kharif,436.93,1514.98,349.55,0.66,87.39,132.39,38.35,Controlled Irrigation,80.16,106123.82
Banana,Tamil Nadu,Alluvial,Kharif,1138.81,956.4,539.1,0.774,554.16,716.3,20.76,Alternate Wetting / Controlled Irrigation,74.42,533070.46
Soybean,Odisha,Black,Kharif,636.51,366.69,235.66,0.83,388.13,467.41,10.36,Drip Irrigation,14.48,67680.97
Wheat,West Bengal,Loamy,Rabi,512.08,1326.29,409.66,0.715,102.42,143.24,37.42,Controlled Irrigation,33.7,48271.88
Tomato,Haryana,Red,Kharif,409.36,1079.94,327.49,0.919,102.34,111.39,40.11,Drip or Sprinkler Irrigation,31.85,35477.72
Potato,Himachal Pradesh,Sandy,Rabi,432.05,1282.17,345.64,0.785,138.26,176.07,31.73,Drip Irrigation,94.07,165629.05
Mustard,Punjab,Black,Rabi,308.54,835.92,246.84,0.907,55.54,61.27,38.76,Drip Irrigation,59.58,36504.67
Potato,West Bengal,Alluvial,Rabi,581.59,1136.54,465.27,0.752,93.05,123.81,42.22,Alternate Wetting / Controlled Irrigation,4.64,5744.78
Potato,Madhya Pradesh,Alluvial,Rabi,423.77,1132.22,339.02,0.692,67.8,97.95,38.11,Alternate Wetting / Controlled Irrigation,84.41,82679.59
Tomato,Jharkhand,Alluvial,Kharif,571.45,1428.11,457.16,0.84,91.43,108.86,27.41,Alternate Wetting / Controlled Irrigation,64.35,70051.41
Barley,Assam,Alluvial,Rabi,373.46,1526.1,298.77,0.851,59.75,70.23,42.87,Alternate Wetting / Controlled Irrigation,6.67,4684.34
Millet,Odisha,Sandy,Kharif,467.73,1600.18,374.18,0.691,149.67,216.62,28.48,Drip Irrigation,67.14,145438.67
Lentil,Jharkhand,Loamy,Rabi,368.4,442.89,294.72,0.656,73.68,112.39,43.25,Controlled Irrigation,27.18,30547.6
Cotton,Rajasthan,Black,Kharif,677.76,952.65,542.21,0.652,122.0,187.25,35.57,Drip Irrigation,64.09,120008.52
Sugarcane,Jharkhand,Alluvial,Kharif,1496.38,398.92,279.5,0.722,1157.02,1602.83,20.8,Alternate Wetting / Controlled Irrigation,73.91,1184651.65
Cotton,Assam,Loamy,Kharif,617.57,292.88,172.87,0.66,444.7,673.46,24.26,Controlled Irrigation,69.7,469401.62
Pigeonpea,Telangana,Black,Kharif,627.36,1234.43,501.89,0.759,112.93,148.81,31.65,Drip Irrigation,98.35,146354.64
Carrot,Himachal Pradesh,Loamy,Rabi,345.24,697.64,276.19,0.687,69.05,100.53,25.26,Controlled Irrigation,64.97,65314.34
Tomato,Bihar,Loamy,Rabi,504.69,1220.06,403.75,0.747,100.94,135.2,28.84,Controlled Irrigation,5.32,7192.64
Pigeonpea,Andhra Pradesh,Black,Kharif,564.54,379.1,299.53,0.676,253.72,375.4,22.29,Drip Irrigation,22.74,85365.96
Maize,Himachal Pradesh,Loamy,Rabi,682.31,352.85,259.3,0.681,423.01,620.75,25.17,Controlled Irrigation,9.76,60585.2
Cotton,Rajasthan,Alluvial,Kharif,569.52,1083.18,455.62,0.822,91.12,110.81,28.96,Alternate Wetting / Controlled Irrigation,77.49,85866.67
Potato,Telangana,Sandy,Rabi,567.03,915.93,453.63,0.911,181.45,199.17,32.35,Drip Irrigation,65.91,131272.95
Cabbage,Odisha,Alluvial,Rabi,426.53,654.82,341.22,0.907,68.24,75.24,32.73,Alternate Wetting / Controlled Irrigation,37.78,28425.67
Wheat,Bihar,Clay,Rabi,622.63,250.65,165.25,0.665,407.56,612.78,27.17,Alternate Wetting and Drying,4.94,30271.33
Cotton,West Bengal,Loamy,Kharif,645.35,629.72,447.38,0.651,197.97,303.89,30.75,Controlled Irrigation,49.91,151671.5
Wheat,Odisha,Loamy,Rabi,595.02,658.36,410.86,0.739,184.16,249.24,28.81,Controlled Irrigation,88.81,221350.04
Lentil,Chhattisgarh,Loamy,Rabi,328.4,492.9,262.72,0.676,65.68,97.17,38.0,Controlled Irrigation,45.3,44018.01
Onion,Rajasthan,Sandy,Kharif,533.68,1386.47,426.95,0.867,170.78,196.92,30.66,Drip Irrigation,90.28,177779.38
Jute,Karnataka,Loamy,Kharif,624.26,949.48,499.41,0.662,124.85,188.7,38.79,Controlled Irrigation,87.85,165772.95
Rice,Uttarakhand,Loamy,Kharif,1271.16,1631.94,1016.93,0.826,254.23,307.73,31.91,Controlled Irrigation,93.46,287604.46
Jute,Punjab,Alluvial,Kharif,845.25,908.37,616.27,0.756,195.16,258.19,44.81,Alternate Wetting / Controlled Irrigation,27.3,70485.87
Banana,Maharashtra,Black,Kharif,1148.6,917.74,650.07,0.66,475.56,720.63,30.28,Drip Irrigation,31.09,224043.87
Potato,Punjab,Sandy,Rabi,439.68,1378.45,351.75,0.844,140.7,166.65,37.22,Drip Irrigation,65.89,109805.69
Rice,Gujarat,Alluvial,Kharif,1158.45,1003.25,676.87,0.662,435.24,657.54,27.97,Alternate Wetting / Controlled Irrigation,60.31,396562.37
Maize,West Bengal,Alluvial,Kharif,626.48,1022.4,501.18,0.801,100.24,125.16,38.55,Alternate Wetting / Controlled Irrigation,68.29,85471.76
Carrot,Jharkhand,Sandy,Rabi,357.98,298.66,167.16,0.878,233.78,266.13,28.75,Drip Irrigation,69.97,186211.16
Jute,Odisha,Alluvial,Kharif,661.92,490.87,372.42,0.794,263.03,331.26,14.89,Alternate Wetting / Controlled Irrigation,46.2,153042.12
Chickpea,Karnataka,Black,Rabi,416.7,584.77,333.36,0.803,75.01,93.46,27.27,Drip Irrigation,57.87,54085.3
Lentil,Chhattisgarh,Loamy,Rabi,367.84,922.31,294.27,0.895,73.57,82.19,29.51,Controlled Irrigation,38.21,31404.8
Jute,Jharkhand,Alluvial,Kharif,618.77,902.16,495.02,0.831,99.0,119.2,37.8,Alternate Wetting / Controlled Irrigation,47.49,56608.08
Rice,Karnataka,Clay,Kharif,1337.51,508.91,423.04,0.675,807.47,1196.93,34.09,Alternate Wetting and Drying,20.7,247764.51
Rice,Odisha,Loamy,Kharif,1213.59,1541.52,970.87,0.705,242.72,344.15,43.25,Controlled Irrigation,18.61,64046.31
Chickpea,West Bengal,Red,Rabi,366.61,997.4,293.29,0.716,91.65,127.96,26.09,Drip or Sprinkler Irrigation,27.91,35713.64
Soybean,Rajasthan,Loamy,Kharif,613.32,1549.47,490.66,0.67,122.66,183.04,25.56,Controlled Irrigation,45.41,83118.46
Pigeonpea,Assam,Red,Kharif,568.74,290.02,222.77,0.66,374.41,567.67,15.25,Drip or Sprinkler Irrigation,22.51,127782.52
Sugarcane,Punjab,Alluvial,Kharif,1674.96,341.96,215.62,0.858,1392.35,1623.1,19.74,Alternate Wetting / Controlled Irrigation,37.66,611259.46
Tomato,Telangana,Loamy,Kharif,512.15,1032.23,409.72,0.912,102.43,112.37,39.39,Controlled Irrigation,20.8,23372.96
Cabbage,Uttar Pradesh,Red,Rabi,548.21,454.1,359.35,0.865,216.27,250.04,26.11,Drip or Sprinkler Irrigation,26.65,66635.66
Cabbage,Haryana,Red,Rabi,543.03,566.85,400.45,0.785,169.73,216.25,39.45,Drip or Sprinkler Irrigation,60.05,129858.12
Pigeonpea,Assam,Black,Kharif,619.72,791.56,472.59,0.842,134.74,160.11,44.04,Drip Irrigation,22.53,36072.78
Soybean,Chhattisgarh,Red,Kharif,672.96,1034.04,538.37,0.794,168.24,212.02,37.01,Drip or Sprinkler Irrigation,35.43,75118.69
Carrot,Gujarat,Sandy,Rabi,473.05,420.35,254.43,0.811,275.38,339.41,36.58,Drip Irrigation,98.11,332995.15
Potato,Karnataka,Loamy,Rabi,449.96,927.11,359.97,0.909,89.99,99.05,39.93,Controlled Irrigation,60.33,59756.86
Lentil,Haryana,Loamy,Rabi,350.54,483.93,280.43,0.843,70.11,83.19,42.62,Controlled Irrigation,64.91,53998.63
Onion,Karnataka,Sandy,Rabi,477.58,1729.79,382.07,0.846,152.83,180.58,40.45,Drip Irrigation,79.41,143398.58
Groundnut,Uttarakhand,Loamy,Kharif,590.8,921.45,472.64,0.724,118.16,163.23,43.86,Controlled Irrigation,71.49,116693.13
Maize,Kerala,Sandy,Rabi,587.05,1241.08,469.64,0.79,187.86,237.67,32.18,Drip Irrigation,6.24,14830.61
Mustard,Gujarat,Alluvial,Rabi,410.68,1338.19,328.54,0.888,65.71,74.0,39.08,Alternate Wetting / Controlled Irrigation,11.65,8621.0
Sugarcane,Haryana,Black,Kharif,1402.24,708.94,451.89,0.886,922.3,1040.45,21.57,Drip Irrigation,43.08,448225.86
Banana,Bihar,Black,Kharif,1263.43,1417.32,1010.74,0.697,227.42,326.37,27.57,Drip Irrigation,9.64,31462.07
Lentil,West Bengal,Alluvial,Rabi,330.25,461.81,264.2,0.819,52.84,64.51,37.02,Alternate Wetting / Controlled Irrigation,14.86,9586.19
Wheat,Kerala,Clay,Rabi,481.1,1113.14,384.88,0.87,57.73,66.38,25.05,Alternate Wetting and Drying,88.14,58507.33
Barley,Madhya Pradesh,Loamy,Rabi,379.2,1372.58,303.36,0.91,75.84,83.36,29.24,Controlled Irrigation,98.34,81976.22
Onion,Tamil Nadu,Loamy,Rabi,436.8,1717.52,349.44,0.794,87.36,109.99,29.06,Controlled Irrigation,75.43,82965.46
Maize,Punjab,Alluvial,Rabi,585.31,1068.12,468.25,0.831,93.65,112.73,25.45,Alternate Wetting / Controlled Irrigation,7.03,7924.92
